,word,gain
481,voice,2.6852211384098545e-05
482,recognition,0.0006669874794636987
483,tremendous,0.0010007220697106911
484,minute,0.0
485,experienced,8.178439590145192e-05
486,drops,8.178439590145192e-05
487,area,2.6852211384098545e-05
488,not_happy,0.0006669874794636987
489,takes,0.0
490,forever,0.0004641757270820168
491,hours,0.002061693744223825
492,literally,0.000954771947023203
493,reccomendation,0.0003334135097847746
494,relative,0.0003334135097847746
495,glad,0.00039698368748841695
496,very,0.00122005459176866
497,items,0.0003334135097847746
498,stated,0.0003334135097847746
499,description,8.178439590145192e-05
500,not_included,0.0003334135097847746
501,screen,0.0001949537062970741
502,sudden,0.0003334135097847746
503,hoping,8.178439590145192e-05
504,no_problem,0.0006669874794636987
505,linking,0.0003334135097847746
506,8530,0.0003334135097847746
507,blackberry,0.0006669874794636987
508,curve,0.0003334135097847746
509,know,0.0003221537511919337
510,sounds,0.0010007220697106911
511,funny,0.005689962069714283
512,seemed,0.0007012401226085263
513,sketchy,0.0003334135097847746
514,technology,0.0
515,wouldn't,0.00122005459176866
516,wired,0.0006669874794636987
517,kind,0.0007180571158069693
518,messages,0.0006669874794636987
519,web,0.0003334135097847746
520,browsing,0.0003334135097847746
521,significantly,0.0003334135097847746
522,faster,0.0
523,previous,0.0
524,build,0.0003334135097847746
525,unlike,0.0003334135097847746
526,cheap,0.001628259242588137
527,s,0.0
528,fantastic,0.006026125420961925
529,perfectly,0.002352779774901337
530,colors,0.0003334135097847746
531,w810i,0.0
532,superb,0.002337269858639468
533,whine,0.0006669874794636987
534,internet,0.0
535,goes,0.00016372957329569005
536,less,2.196966927436872e-05
537,communications,0.0003334135097847746
538,tool,0.0002519501943454294
539,not_communicate,0.0003334135097847746
540,charm,0.0003201083747333966
541,the,0.0003334135097847746
542,maintain,0.0003334135097847746
543,monkeys,0.0003334135097847746
544,shouldn't,0.0006669874794636987
545,obviously,0.00012183078167171679
546,don't_share,0.0003334135097847746
547,dna,0.0003334135097847746
548,copy,0.0003334135097847746
549,humans,0.0006669874794636987
550,bougth,0.0003334135097847746
551,l7c,0.0003334135097847746
552,not_working,0.0003334135097847746
553,look,8.373926814186916e-06
554,sharp,0.0010007220697106911
555,graphics,4.849595944078633e-05
556,doesn't_last,0.0003334135097847746
557,mode,0.0003334135097847746
558,button,0.0006669874794636987
559,side,8.084685986320395e-05
560,thank,0.0
561,wasting,0.0013346174414503587
562,igo,0.0006669874794636987
563,chargers,0.0
564,tips,0.0006669874794636987
565,file,0.0003334135097847746
566,browser,0.0003334135097847746
567,offers,0.0004641757270820168
568,options,0.0016686737558584408
569,needs,4.849595944078633e-05
570,handsfree,0.0013346174414503587
571,network,0.0002519501943454294
572,connected,0.0
573,wife's,0.0
574,hs850,0.0003334135097847746
575,whether,4.849595944078633e-05
576,put,0.0003281042099416709
577,latest,0.0
578,os,0.0003334135097847746
579,v1,0.0003334135097847746
580,15g,0.0003334135097847746
581,likes,0.0002519501943454294
582,slow,0.005689962069714283
583,crawl,0.0003334135097847746
584,every,0.0011205915490506424
585,recognizes,0.0003334135097847746
586,storage,0.0
587,loud,0.0
588,buzzing,0.0006669874794636987
589,override,0.0006669874794636987
590,don't_buy,0.0020028911743618094
591,bluetoooth,0.0003334135097847746
592,functionality,0.0006669874794636987
593,awesome,0.006698941965808669
594,thorn,0.0003334135097847746
595,abhor,0.0003334135097847746
596,recently,0.0004641757270820168
597,not_stay,0.0006669874794636987
598,10,4.410141651811639e-05
599,disconnected,0.0003334135097847746
600,incredible,0.004011587943125061
601,13,0.0003334135097847746
602,bucks,8.178439590145192e-05
603,check,0.0
604,mail,0.0003334135097847746
605,night,1.4232843737915779e-05
606,backlight,0.0003334135097847746
607,message,0.0003334135097847746
608,lost,0.0007093962538398113
609,replacement,8.178439590145192e-05
610,ring,0.0
611,tone,0.0
612,overall,0.0004931278045550158
613,lately,0.0003334135097847746
614,extremely,0.0007577844821040625
615,wit,0.0003334135097847746
616,hit,0.00016372957329569005
617,dropping,0.0006669874794636987
618,weight,0.0006669874794636987
619,hardly,0.0
620,thin,0.00016372957329569005
621,pleather,0.0003334135097847746
622,doesn't_fit,0.0003334135097847746
623,useless,0.002337269858639468
624,simply,1.6122392580197875e-05
625,deaf,0.0003334135097847746
626,color,3.454801976610078e-05
627,prettier,0.0003334135097847746
628,thought,0.00011510096182310026
629,incredibly,4.849595944078633e-05
630,all,9.71530229767481e-05
631,investment,0.0003334135097847746
632,strange,8.178439590145192e-05
633,ticking,0.0003334135097847746
634,noises,0.0003334135097847746
635,ends,0.0
636,electronics,0.0003334135097847746
637,available,0.0003334135097847746
638,fm,0.0003334135097847746
639,transmitters,0.0003334135097847746
640,lasts,0.0002519501943454294
641,h500,0.0003334135097847746
642,mega,0.0003334135097847746
643,pixel,0.0003334135097847746
644,part,5.3866175097505575e-05
645,reasonably,0.0016686737558584408
646,good7,0.0003334135097847746
647,nearly,8.178439590145192e-05
648,transmit,0.0003334135097847746
649,back,0.001730765892286601
650,not_bother,0.0006669874794636987
651,contacting,0.0003334135097847746
652,company,0.0007093962538398113
653,dollar,0.0003334135097847746
654,learned,0.0003334135097847746
655,lesson,0.0003334135097847746
656,not_bought,0.0003334135097847746
657,form,0.0004641757270820168
658,online,0.0003334135097847746
659,anyway,0.0
660,earbugs,0.0003334135097847746
661,means,0.0010007220697106911
662,range,0.0020028911743618094
663,able,0.0002519501943454294
664,roam,0.0003334135097847746
665,living,4.849595944078633e-05
666,room,3.454801976610078e-05
667,no_receptionsound,0.0003334135097847746
668,issues,0.0002519501943454294
669,didn't_like,0.0003334135097847746
670,felt,0.0004105346428424639
671,crack,0.0003334135097847746
672,worst,0.010548052256765361
673,ever,0.0008594670654334946
674,infatuated,0.0003334135097847746
675,freezes,0.0003334135097847746
676,frequently4,0.0003334135097847746
677,embarrassing,0.0013346174414503587
678,mostly,3.454801976610078e-05
679,childlike,0.0003334135097847746
680,lightweight,0.0002519501943454294
681,expected,0.00012183078167171679
682,consumer,0.0006669874794636987
683,experience,3.240751747868309e-05
684,horrible,0.006362451997991347
685,tick,0.0003334135097847746
686,background,0.0
687,certainly,2.196966927436872e-05
688,usually,0.0006669874794636987
689,don't_like,4.849595944078633e-05
690,headbands,0.0003334135097847746
691,doesn't_mess,0.0003334135097847746
692,hair,0.0002519501943454294
693,bit,0.00139688428689011
694,year,0.0
695,tell,0.0
696,not_great,0.0006669874794636987
697,ordered,0.00036089999933652805
698,sony,8.178439590145192e-05
699,ericsson,0.0003334135097847746
700,don't_waste,0.003341375126702739
701,favorite,0.0016686737558584408
702,purchases,0.0003334135097847746
703,market,0.0002519501943454294
704,authentic,0.0007012401226085263
705,shine,0.0003334135097847746
706,comfort,0.0010007220697106911
707,excited,0.0006669874794636987
708,cute,0.0016686737558584408
709,mistake,0.0020028911743618094
710,disappointment,0.0036764004959288776
711,calendar,0.0003334135097847746
712,sync,0.0003334135097847746
713,not_new,0.0003334135097847746
714,customer,0.0011737091049411896
715,no_additional,0.0003334135097847746
716,gels,0.0
717,no_instructions,0.0003334135097847746
718,whatsoever,0.0016686737558584408
719,defeats,0.0003334135097847746
720,purpose,0.0003334135097847746
721,worth,0.0014667580362597299
722,penny,0.0003334135097847746
723,wallet,0.0003334135097847746
724,type,0.0010007220697106911
725,excrutiatingly,0.0003334135097847746
726,probably,0.001266214616293282
727,important,0.00012183078167171679
728,aspect,8.178439590145192e-05
729,glove,0.0003334135097847746
730,secure,0.0006669874794636987
731,durable,0.0003334135097847746
732,o,0.0003334135097847746
733,gosh,0.0
734,attractive,0.0006669874794636987
735,appears,0.0010007220697106911
736,factor,0.0003334135097847746
737,rubberpetroleum,0.0003334135097847746
738,smell,0.0006669874794636987
739,unbearable,0.0006669874794636987
740,caused,0.0006669874794636987
741,return,0.002061693744223825
742,cable,3.454801976610078e-05
743,flimsy,0.0006669874794636987
744,scary,8.178439590145192e-05
745,earpiece,0.0002519501943454294
746,hands,0.00024583601603256344
747,stereo,0.0003334135097847746
748,month,0.0
749,flawlessly,0.0006669874794636987
750,absolutel,0.0003334135097847746
751,junk,0.0030065116724984353
752,didn't_work,0.0010007220697106911
753,either,0.0011737091049411896
754,real,0.0
755,8,0.0
756,not_will,0.0003334135097847746
757,drain,0.0010007220697106911
758,potentially,0.0003334135097847746
759,fry,8.178439590145192e-05
760,unreliable,0.0013346174414503587
761,giving,8.178439590145192e-05
762,gave,0.0
763,stars,0.0004105346428424639
764,reversible,0.0003334135097847746
765,rotating,0.0006669874794636987
766,feature,4.849595944078633e-05
767,whole,8.084685986320395e-05
768,family,0.002719119418337468
769,seller,0.0013346174414503587
770,doesn't_wear,0.0003334135097847746
771,plantronics,0.0002519501943454294
772,adorable,0.0020028911743618094
773,buying,0.0016686737558584408
774,poorly,0.0020028911743618094
775,contstruct,0.0003334135097847746
776,hinge,0.0003334135097847746
777,installed,0.0003334135097847746
778,charged,0.0
779,overnite,0.0003334135097847746
780,no_problems,0.0010007220697106911
781,not_purchase,0.0006669874794636987
782,thru,0.0
783,handset,0.0003334135097847746
784,cat,0.0006669874794636987
785,attacked,0.0003334135097847746
786,scratched,8.178439590145192e-05
787,protective,0.0003334135097847746
788,strip,0.0002519501943454294
789,destroying,0.0003334135097847746
790,terrible,0.008599608934155123
791,not_long,0.0003334135097847746
792,razor,0.0003334135097847746
793,v3i,0.0003334135097847746
794,wise,0.0003334135097847746
795,someone,0.00012183078167171679
796,shouldve,0.0003334135097847746
797,invented,0.0003334135097847746
798,sooner,0.0003334135097847746
799,try,0.00014597200023103163
800,engineered,0.0003334135097847746
801,clever,0.00016372957329569005
802,many,3.735215033451311e-05
803,complained,0.0003334135097847746
804,headset's,0.0003334135097847746
805,microphone,8.178439590145192e-05
806,weak,0.002671809970623551
807,5year,0.0006669874794636987
808,old,0.0010116737625597283
809,nokia,0.0003201083747333966
810,2160,0.0003334135097847746
811,tracfone,0.0003334135097847746
812,not_care,0.0003334135097847746
813,instruction,0.0003334135097847746
814,manual,0.0003334135097847746
815,lacking,0.0004641757270820168
816,alarm,0.0003334135097847746
817,clock,0.0003334135097847746
818,removing,0.0
819,antena,0.0003334135097847746
820,uncomfortable,0.0010007220697106911
821,quite,0.0002654755356030769
822,compared,0.0003334135097847746
823,plugged,0.0010007220697106911
824,lg,0.0
825,gotten,0.0002519501943454294
826,compliments,0.0006669874794636987
827,state,0.0003334135097847746
828,not_allow,0.0003334135097847746
829,usage,0.0003334135097847746
830,driving,0.0010007220697106911
831,immediately,0.0002519501943454294
832,ngage,0.0003334135097847746
833,earbuds,0.0003334135097847746
834,dialing,0.0006669874794636987
835,23,0.0
836,cant,4.849595944078633e-05
837,not_hear,0.0006669874794636987
838,anything,0.0008207433657714258
839,low,0.00047654869044400083
840,howeverthe,0.0003334135097847746
841,riingtones,0.0003334135097847746
842,not_best,0.0006669874794636987
843,neither,0.0010007220697106911
844,games,4.849595944078633e-05
845,amazon,2.6852211384098545e-05
846,sucks,0.003341375126702739
847,rip,0.0003334135097847746
848,came,3.240751747868309e-05
849,ago,0.0007093962538398113
850,couple,2.6852211384098545e-05
851,don't_mess,0.0003334135097847746
852,ipod,0.0006669874794636987
853,don't_recharge,0.0003334135097847746
854,frequentyly,0.0003334135097847746
855,flip,8.178439590145192e-05
856,phones2,0.0003334135097847746
857,adhesive,0.0003334135097847746
858,disappointing,0.004011587943125061
859,inexpensive,8.178439590145192e-05
860,practically,0.0
861,not_add,0.0003334135097847746
862,boost,0.0
863,times,0.0007209500762525023
864,concrete,0.0003334135097847746
865,knock,0.0003334135097847746
866,wood,0.0003334135097847746
867,transformed,0.0003334135097847746
868,organizational,0.0003334135097847746
869,capability,0.0003334135097847746
870,easier,0.0002519501943454294
871,sitting,0.0010007220697106911
872,vehicle,0.0003334135097847746
873,cradle,0.0003334135097847746
874,belt,4.849595944078633e-05
875,jerks,0.0003334135097847746
876,los,0.0003334135097847746
877,angeles,0.0010007220697106911
878,starter,0.0003334135097847746
879,wireless,8.178439590145192e-05
880,loudspeaker,0.0003334135097847746
881,option,0.0003334135097847746
882,bumpers,0.0003334135097847746
883,lights,0.0003334135097847746
884,appealing,0.0
885,improve,0.0003334135097847746
886,leaks,0.0003334135097847746
887,hot,2.6852211384098545e-05
888,according,0.0003334135097847746
889,called,0.0002519501943454294
890,applifies,0.0003334135097847746
891,not_going,0.0003334135097847746
892,save,0.0010007220697106911
893,specially,0.0003334135097847746
894,face,2.6852211384098545e-05
895,transmission,0.0003334135097847746
896,s11,0.0003334135097847746
897,data,0.0002519501943454294
898,finished,0.0
899,looking,2.196966927436872e-05
900,happier,0.0006669874794636987
901,drivng,0.0003334135097847746
902,along,4.849595944078633e-05
903,starts,0.0013346174414503587
904,ringing,0.0006669874794636987
905,no_reason,0.0006669874794636987
906,auto,0.0003334135097847746
907,reverse,0.0003334135097847746
908,tape,0.0003334135097847746
909,embarassing,0.0003334135097847746
910,hurt,0.0006669874794636987
911,push,0.0006669874794636987
912,protects,0.0003334135097847746
913,sides,4.849595944078633e-05
914,average,0.002671809970623551
915,operates,0.0003334135097847746
916,skype,0.0006669874794636987
917,soyo,0.0003334135097847746
918,take,0.0003221537511919337
919,self,8.178439590145192e-05
920,portraits,0.0003334135097847746
921,outside,3.454801976610078e-05
922,exterior,0.0003334135097847746
923,others,3.454801976610078e-05
924,mentioned,0.0003334135097847746
925,trying,0.0005045441596158717
926,gadgets,0.0003334135097847746
927,finally,0.00012183078167171679
928,magical,0.0003334135097847746
929,help,0.0
930,crap,0.004011587943125061
931,shipped,0.0006669874794636987
932,promptly,0.0006669874794636987
933,exactly,0.0020028911743618094
934,wanted,0.0
